generation,best_fitness,avg_fitness,worst_fitness,std_fitness
0,50.603074224458325,7.687020566403864,-11.558327789729828,13.710836550228654
1,50.603074224458325,12.022140914554969,-5.821233816021326,12.974924167662587
2,74.69815847244742,19.779353865230977,-6.773869694588939,19.859500757274542
3,74.69815847244742,25.119182544691565,-7.8336210172456795,20.210810290580667
4,74.99426597565518,31.53327167634091,-6.925441488720112,26.71573905355066
5,81.38806420069854,37.29394828590587,-4.9962428984498795,28.99623577633831
6,82.04330208413045,34.722024823559494,-18.10055505614862,32.214479484688454
7,82.61039166002053,44.64009107003943,-17.168289487005232,31.93666054031885
8,82.61039166002053,44.5586309886887,-3.9919716911735224,32.457582142368
9,82.61039166002053,40.55917343274031,-10.098966026497491,31.676165660394084
10,90.41411050230931,37.60817736320658,-11.3056590570745,36.95435789298074
11,90.41411050230931,42.34713410063518,-8.400763268933458,34.51457772065773
12,90.41411050230931,44.10795851748856,-10.097620896290476,32.75733621983907
13,91.43611719928617,47.103234224027055,-11.3056590570745,34.750846407709815
14,98.50406061970668,50.15523685345261,-9.925980716653964,36.963987058171114
15,98.50406061970668,51.867677161419614,-5.138363171415947,35.184056010040315
16,98.50406061970668,42.382028498834636,-5.94068516489992,36.959648838793946
17,98.50406061970668,41.67099469182498,-6.915967316509028,37.3611595999412
18,101.5844594088627,51.83782791546192,-6.396588047455211,39.47965251568779
19,101.5844594088627,62.669630272671945,-6.838787604310323,38.10508524315852
