generation,best_fitness,avg_fitness,worst_fitness,std_fitness
0,24.692759202302593,12.620281306601736,4.758253150005662,3.43551078673014
1,25.682940360925137,14.556107577453748,3.9594855134194185,3.6475732353347836
2,25.682940360925137,16.127751444815452,-1.1467956413723548,4.138737055083594
3,25.682940360925137,16.655848620212936,4.774830111201341,4.770605350881985
4,25.682940360925137,17.949010563741496,5.20370566794743,4.946886270188693
5,29.34676585103937,19.57246124583514,5.05195174295853,4.620523573466636
6,29.34676585103937,20.350527987827586,9.119659419401353,4.805823479506038
7,31.48501631155251,20.348943152752877,8.959122302168515,5.228451855839125
8,31.48501631155251,20.73174302720068,0.492336516877244,5.877887310907361
9,31.48501631155251,21.05333620926295,4.889401515559071,6.227668385108179
10,31.48501631155251,21.541347369658705,-2.891886914780052,7.502906242004179
11,31.702067155420355,22.443775259905436,3.1149931314752566,6.297958088566144
12,31.744700920083357,22.61140838693868,2.5691195981458215,6.7518885678593765
13,31.744700920083357,22.67857797778295,-1.0818942633767794,6.799024024145218
14,32.781565036257284,23.601174909617733,-1.5633385106383304,7.151520603276081
15,32.781565036257284,23.502314208801554,3.6621679572668837,6.773440003940749
16,33.22624616523245,23.582944841617604,-1.5752790474480467,7.765437333416907
17,33.22624616523245,22.032400065947538,4.368115643259835,7.7214774497594565
18,33.22624616523245,22.11839547937975,1.965228508505048,7.812167961670501
19,33.22624616523245,24.326963625850865,0.21271053646874094,6.997968613075395
20,33.22624616523245,22.315982910228573,-2.5453934768440862,8.018642173392319
21,33.22624616523245,23.85875019207709,-3.888294797762127,7.476359921708983
22,33.22624616523245,23.60765977684853,0.551267730861883,7.476518408481887
23,33.22624616523245,24.379936866720133,3.0341909428749623,6.624869910230471
24,33.22624616523245,23.15489142400582,-1.760165243949352,8.070622619422073
25,33.22624616523245,24.34572853619906,-0.537218585114733,7.222024284292385
26,33.22624616523245,23.832359230610162,1.7618641869294502,7.165610838954255
27,33.5034586097411,24.515158268487063,-0.028245997485729646,7.401686577734697
28,33.5034586097411,24.3664347001205,1.379453416541955,7.522470232749454
29,33.5034586097411,23.532699701409772,0.12696805273761314,8.536855321548877
