generation,best_fitness,avg_fitness,worst_fitness,std_fitness
0,85.68273680990174,38.79438490867931,13.661956665359135,14.114859836986698
1,92.80196758414999,49.88530440443053,12.438328627885397,17.129317650381125
2,98.27950926083412,57.51102325163329,11.869726689157364,20.049030323244494
3,99.80964371670343,61.66424485459775,13.097626281931749,22.260820179881126
4,99.80964371670343,64.9313896872189,24.18628365748656,20.589523536024334
5,99.80964371670343,65.34027552196702,19.844554830636486,21.59535747911285
6,111.49730078304339,72.88684549234874,25.299854024682258,22.67626764306885
7,111.94009202584577,65.99356657520592,10.498411953597305,25.003605663356705
8,117.73177595858863,68.37093891982192,17.981530578487313,25.729976538672844
9,117.73177595858863,68.07460065395215,13.722837801789847,26.513684914568053
10,117.73177595858863,72.33752270960392,12.657835010007712,26.871720944344403
11,117.73177595858863,72.68559561615312,11.605593010109784,26.71031382534297
12,117.73177595858863,71.64572393798036,11.261124069803081,29.026326964289296
13,117.73177595858863,74.70412398297249,2.1414386930267293,27.7870078930505
14,117.73177595858863,66.99873550125521,5.999996409980992,29.26602639318394
15,117.73177595858863,71.89631278096972,7.741860622077586,31.171467747548718
16,117.73177595858863,71.24351215540763,9.872635984680723,30.07487609256407
17,117.73177595858863,75.65353926370592,22.758175025777337,28.136898960551495
18,124.25485974210108,76.26879017215046,10.916202810134493,29.8906051285953
19,124.25485974210108,76.09303748093163,7.673962144636402,31.079358735752013
20,124.25485974210108,76.06378772150323,16.06509567402469,29.77782695733303
21,136.22074238399077,75.79560616708359,20.142163411135108,31.043866161184482
22,136.22074238399077,77.07629792357382,13.453861188480161,29.291256601346007
23,140.34131044902054,76.71358823492154,12.617902933781469,30.118522975512864
24,140.34131044902054,73.8295572390822,-2.8033431005030742,31.59678538944068
25,140.34131044902054,77.8650934434825,20.76114495164881,30.49802866655681
26,140.34131044902054,78.42963234356415,26.363974106865783,29.48050142138331
27,140.34131044902054,79.36226587371847,22.764774025972223,32.75621189384821
28,140.34131044902054,78.40495076111503,18.312423711160694,34.03146567821765
29,140.34131044902054,75.8649518344214,24.22419668835236,34.4955652112498
