generation,best_fitness,avg_fitness,worst_fitness,std_fitness
0,24.654696015182793,24.654696015182793,24.654696015182793,0.0
1,24.654696015182793,24.654696015182793,24.654696015182793,0.0
2,24.654696015182793,24.654696015182793,24.654696015182793,0.0
3,24.654696015182793,24.654696015182793,24.654696015182793,0.0
4,24.654696015182793,24.654696015182793,24.654696015182793,0.0
5,24.654696015182793,24.654696015182793,24.654696015182793,0.0
6,24.654696015182793,24.654696015182793,24.654696015182793,0.0
7,24.654696015182793,24.654696015182793,24.654696015182793,0.0
8,24.654696015182793,24.654696015182793,24.654696015182793,0.0
9,24.654696015182793,24.654696015182793,24.654696015182793,0.0
10,24.654696015182793,24.654696015182793,24.654696015182793,0.0
11,24.654696015182793,24.654696015182793,24.654696015182793,0.0
12,24.654696015182793,24.654696015182793,24.654696015182793,0.0
13,24.654696015182793,24.654696015182793,24.654696015182793,0.0
14,24.654696015182793,24.654696015182793,24.654696015182793,0.0
15,24.654696015182793,24.654696015182793,24.654696015182793,0.0
16,24.654696015182793,24.654696015182793,24.654696015182793,0.0
17,24.654696015182793,24.654696015182793,24.654696015182793,0.0
18,24.654696015182793,24.654696015182793,24.654696015182793,0.0
19,24.654696015182793,24.654696015182793,24.654696015182793,0.0
20,24.654696015182793,24.654696015182793,24.654696015182793,0.0
21,24.654696015182793,24.654696015182793,24.654696015182793,0.0
22,24.654696015182793,24.654696015182793,24.654696015182793,0.0
23,24.654696015182793,24.654696015182793,24.654696015182793,0.0
24,24.654696015182793,24.654696015182793,24.654696015182793,0.0
25,24.654696015182793,24.654696015182793,24.654696015182793,0.0
26,24.654696015182793,24.654696015182793,24.654696015182793,0.0
27,24.654696015182793,24.654696015182793,24.654696015182793,0.0
28,24.654696015182793,24.654696015182793,24.654696015182793,0.0
29,24.654696015182793,24.654696015182793,24.654696015182793,0.0
