generation,best_fitness,avg_fitness,worst_fitness,std_fitness
0,38.47075512416002,1.404866057596862,-100.0,46.360574907204764
1,38.47075512416002,16.101878056131156,-100.0,32.43521223601822
2,40.85252339291726,22.852882083766406,-100.0,25.743051619845005
3,40.85252339291726,19.340102108533333,-100.0,35.75311937558768
4,47.306668318886494,23.13002806831838,-100.0,29.175483391175668
5,47.306668318886494,27.756506061676887,-100.0,19.503669409875
6,47.306668318886494,18.56858174582488,-100.0,38.189414837067524
7,47.306668318886494,24.738032747564354,-100.0,29.557842007002556
8,47.306668318886494,28.900431127050034,-100.0,23.855131111644923
9,47.306668318886494,24.197837843986438,-100.0,35.01028705898738
10,47.306668318886494,25.160028557536574,-100.0,30.216674408024108
11,47.306668318886494,31.25152789290619,-100.0,20.773711382512708
12,47.47476085908956,33.18243033541723,-100.0,15.656664259760309
13,50.00010905919067,23.590246468452822,-100.0,39.75578553818227
14,50.00010905919067,22.512738388251513,-100.0,41.80907919638665
15,56.16909553368079,28.952500923480848,-100.0,30.900677832547995
16,56.16909553368079,23.84904660412516,-100.0,40.19066157413547
17,56.16909553368079,27.16305258388317,-100.0,33.575297808514215
18,56.16909553368079,21.461841658255455,-100.0,43.89146989057868
19,56.16909553368079,24.786367194893653,-100.0,40.556676315139384
20,56.16909553368079,27.725260508656863,-100.0,36.48518996904164
21,56.16909553368079,27.069909463486148,-100.0,38.99462213826413
22,56.16909553368079,28.543849163722314,-100.0,34.17770491908356
23,56.16909553368079,18.253240550006943,-100.0,47.104965584750644
24,56.58582834708345,23.295281292665045,-100.0,44.692928716948764
25,65.08476767769152,27.245205840115936,-100.0,36.959330899781726
26,65.08476767769152,17.616230919340715,-100.0,50.86133024925561
27,65.08476767769152,12.303348223666173,-100.0,54.10873669990617
28,65.08476767769152,27.545080751053014,-100.0,41.959577158543546
29,65.08476767769152,21.992802448320933,-100.0,46.88874500365295
30,65.08476767769152,32.499669219043454,-100.0,36.22943018076805
31,67.394546457187,29.523442803248052,-100.0,40.43279842820856
32,67.394546457187,25.5411659821842,-100.0,44.13386437220492
33,67.394546457187,31.822232262555765,-100.0,36.09655123382041
34,69.72885468482343,25.923914232810763,-100.0,46.88551752248353
35,69.72885468482343,32.38908272239831,-100.0,36.691886554901004
36,69.72885468482343,26.16240788642675,-100.0,47.08696295261749
37,69.72885468482343,18.789789452701132,-100.0,56.073348919561965
38,69.72885468482343,31.175852140751843,-100.0,41.73202409107359
39,69.72885468482343,28.640948534876586,-100.0,45.68032825954451
40,69.72885468482343,30.007021500787726,-100.0,41.490775533531696
41,72.59867338490322,31.003026655206263,-100.0,39.62907313356243
42,74.22004596710363,33.25463946787008,-100.0,35.169727708895955
43,74.22004596710363,23.7088134090799,-100.0,52.59834449973317
44,74.22004596710363,24.39481818465628,-100.0,49.078753205231806
45,74.22004596710363,21.699620424512645,-100.0,53.422290505988464
46,74.22004596710363,34.306860742939904,-100.0,38.14531456842318
47,74.22004596710363,22.337447335674653,-100.0,52.27232192990209
48,74.22004596710363,29.23298338302655,-100.0,44.031465582403634
49,74.22004596710363,27.49269726321937,-100.0,48.19592404872895
50,74.22004596710363,21.3807461484581,-100.0,55.64930142373149
51,74.22004596710363,30.541614373634182,-100.0,42.51917641432206
52,74.22004596710363,23.16377289969335,-100.0,50.63004367318353
53,74.22004596710363,33.19416151020112,-100.0,42.85488764762619
54,76.56788625680542,23.130098143140668,-100.0,54.592231186045396
55,76.56788625680542,29.05739238435132,-100.0,46.58094511240373
56,76.56788625680542,33.56699080191566,-100.0,37.66269085215722
57,76.56788625680542,34.50928374927993,-100.0,36.168182098443715
58,76.56788625680542,32.11261610684389,-100.0,43.35732742291317
59,76.56788625680542,29.15879941169315,-100.0,44.47911198494136
60,76.56788625680542,32.16599172334641,-100.0,43.29156689299579
61,76.56788625680542,26.383151342820767,-100.0,50.05700769287937
62,76.56788625680542,28.536647430303002,-100.0,46.41523778441553
63,76.56788625680542,30.426371820237083,-100.0,45.2214983305501
64,78.57107819974698,30.804040818877162,-100.0,42.85307842909076
65,79.49519154360038,32.50359087509606,-100.0,40.982758111120766
66,79.49519154360038,25.382779451796093,-100.0,52.43310505743969
67,79.49519154360038,34.229497330836566,-100.0,44.467040582241424
68,79.49519154360038,34.75478780494381,-100.0,39.156646916420605
69,79.49519154360038,30.71569579267894,-100.0,45.36875757361788
70,79.49519154360038,29.4913793262604,-100.0,43.4824547538031
71,79.49519154360038,35.510863078880874,-100.0,40.036283530894124
72,79.49519154360038,29.80222914106772,-100.0,47.61603798353892
73,83.38123572248267,36.46294128736017,-100.0,40.35781077706874
74,83.38123572248267,34.617332901574095,-100.0,39.86075431212315
75,83.38123572248267,28.814949813722787,-100.0,49.96620812410314
76,83.38123572248267,31.12327200351624,-100.0,46.20732726249497
77,83.38123572248267,24.462162908153896,-100.0,50.34921179796243
78,86.57185923890283,29.222868455806257,-100.0,47.83646039568424
79,86.57185923890283,33.540142847907546,-100.0,40.113328364214325
80,86.57185923890283,30.61107074637533,-100.0,46.471473999073886
81,86.57185923890283,30.475161601945718,-100.0,48.13943112196337
82,86.57185923890283,28.53520028818051,-100.0,50.097602008068804
83,86.57185923890283,25.088467578253404,-100.0,52.605471793276756
84,86.57185923890283,26.846997579189615,-100.0,51.38995161408364
85,86.57185923890283,35.71400338769827,-100.0,40.27557984319498
86,86.57185923890283,21.602753994446775,-100.0,57.08287529818596
87,86.57185923890283,27.471340254299314,-100.0,51.436289087609644
88,86.57185923890283,35.33401647122207,-100.0,40.386753145677694
89,86.57185923890283,31.897409169426002,-100.0,44.01394456762097
