generation,best_fitness,avg_fitness,worst_fitness,std_fitness
0,29.564423870276098,5.727971102015315,-9.223242478851464,8.098835118300382
1,37.74651433058341,12.78322646222,-4.158270806028838,9.71224398860136
2,63.5532239668919,20.420418558654816,-1.9657411115349275,13.132645894487275
3,63.5532239668919,23.98668470190017,-5.207943658910961,12.383879964033367
4,63.5532239668919,26.696744602381102,-1.7558984513551765,16.30959675238731
5,63.5532239668919,31.80084346955117,-3.2109636862147655,17.431321242442266
6,64.18790801932641,37.286508117481596,0.3338323226933744,18.368090859455243
7,64.18790801932641,36.537165198143704,2.922282010166012,17.031529111200477
8,64.18790801932641,36.91809833999971,-2.278768200605559,18.184296307726935
9,68.1672105832917,37.18748783558491,1.4755826774424463,17.264229298438067
10,68.1672105832917,33.26251618682155,0.0070689588009695825,18.43012342843217
11,68.1672105832917,33.50803683228109,0.2743189329171942,16.386960480149515
12,68.1672105832917,32.85006426020517,-8.25833158672154,21.68416986428245
13,68.1672105832917,33.670589834953354,-0.4118788388364516,19.169202277927393
14,68.1672105832917,33.377890696731995,-1.6393577581025411,19.544573441766747
15,68.1672105832917,29.708851306302975,-1.6041580671445574,18.743444004490524
16,68.1672105832917,35.182357093834185,-1.9841764969407132,18.423342772061396
17,69.4961493874481,35.59598398713382,-3.1121850815935233,18.2343682171738
18,69.4961493874481,39.57860367988618,-5.05431771391375,18.82179871050267
19,69.4961493874481,40.3820397418133,8.039188626330619,20.186152680815983
