generation,best_fitness,avg_fitness,worst_fitness,std_fitness
0,67.84854617974648,67.84854617974648,67.84854617974648,0.0
1,67.84854617974648,67.84854617974648,67.84854617974648,0.0
2,67.84854617974648,67.84854617974648,67.84854617974648,0.0
3,67.84854617974648,67.84854617974648,67.84854617974648,0.0
4,67.84854617974648,67.84854617974648,67.84854617974648,0.0
5,67.84854617974648,67.84854617974648,67.84854617974648,0.0
6,67.84854617974648,67.84854617974648,67.84854617974648,0.0
7,67.84854617974648,67.84854617974648,67.84854617974648,0.0
8,67.84854617974648,67.84854617974648,67.84854617974648,0.0
9,67.84854617974648,67.84854617974648,67.84854617974648,0.0
10,67.84854617974648,67.84854617974648,67.84854617974648,0.0
11,67.84854617974648,67.84854617974648,67.84854617974648,0.0
12,67.84854617974648,67.84854617974648,67.84854617974648,0.0
13,67.84854617974648,67.84854617974648,67.84854617974648,0.0
14,67.84854617974648,67.84854617974648,67.84854617974648,0.0
15,67.84854617974648,67.84854617974648,67.84854617974648,0.0
16,67.84854617974648,67.84854617974648,67.84854617974648,0.0
17,67.84854617974648,67.84854617974648,67.84854617974648,0.0
18,67.84854617974648,67.84854617974648,67.84854617974648,0.0
19,67.84854617974648,67.84854617974648,67.84854617974648,0.0
20,67.84854617974648,67.84854617974648,67.84854617974648,0.0
21,67.84854617974648,67.84854617974648,67.84854617974648,0.0
22,67.84854617974648,67.84854617974648,67.84854617974648,0.0
23,67.84854617974648,67.84854617974648,67.84854617974648,0.0
24,67.84854617974648,67.84854617974648,67.84854617974648,0.0
25,67.84854617974648,67.84854617974648,67.84854617974648,0.0
26,67.84854617974648,67.84854617974648,67.84854617974648,0.0
27,67.84854617974648,67.84854617974648,67.84854617974648,0.0
28,67.84854617974648,67.84854617974648,67.84854617974648,0.0
29,67.84854617974648,67.84854617974648,67.84854617974648,0.0
